transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday,purchase_level
T0005286,C030467,56+,Other,Dallas,VIP,P8593,Sports,345.25,50,172.62,1,172.62,PayPal,25-11-25,12,0,0,Low
T0005287,C007729,56+,Female,Phoenix,Loyal,P7453,Groceries,74.01,40,44.41,2,88.82,Mobile Wallet,28-11-25,13,0,1,Low
T0005288,C013588,56+,Female,Los Angeles,VIP,P4411,Books,80.34,30,56.24,1,56.24,Gift Card,01-12-25,2,0,0,Low
T0005289,C027174,18-25,Female,Houston,Returning,P4359,Books,51.8,5,49.21,2,98.42,Mobile Wallet,28-11-25,3,0,1,Low
T0005290,C027135,46-55,Male,Atlanta,New,P8096,Toys,90.4,25,67.8,1,67.8,PayPal,01-12-25,15,0,0,Low
T0005291,C002982,46-55,Male,Dallas,VIP,P7204,Toys,232.36,10,209.12,1,209.12,PayPal,25-11-25,3,0,0,Medium
T0005292,C021876,56+,Female,Phoenix,Returning,P2649,Books,17.39,15,14.78,4,59.12,Mobile Wallet,24-11-25,9,0,0,Low
T0005293,C022915,46-55,Female,Phoenix,New,P2062,Beauty,169.34,40,101.6,2,203.2,Credit Card,29-11-25,13,1,0,Medium
T0005294,C013916,18-25,Female,Los Angeles,Loyal,P7031,Toys,162.36,10,146.12,1,146.12,Gift Card,26-11-25,8,0,0,Low
T0005295,C000741,46-55,Other,New York,Returning,P2084,Beauty,133.26,50,66.63,2,133.26,Mobile Wallet,28-11-25,12,0,1,Low
T0005296,C013186,36-45,Other,Dallas,New,P6509,Electronics,954.88,35,620.67,3,1862.01,Debit Card,29-11-25,13,1,0,High
T0005297,C018457,56+,Male,Miami,Returning,P5826,Footwear,118.01,25,88.51,1,88.51,Credit Card,26-11-25,7,0,0,Low
T0005298,C016674,18-25,Other,San Francisco,New,P8839,Accessories,348.24,35,226.36,1,226.36,Credit Card,26-11-25,7,0,0,Medium
T0005299,C004446,18-25,Female,Atlanta,Loyal,P3374,Toys,245.15,15,208.38,1,208.38,Credit Card,01-12-25,10,0,0,Medium
T0005300,C020171,36-45,Male,Chicago,Returning,P9978,Books,49.42,50,24.71,1,24.71,Mobile Wallet,24-11-25,10,0,0,Low
T0005301,C019680,56+,Male,Seattle,New,P5343,Footwear,76.15,40,45.69,1,45.69,Mobile Wallet,25-11-25,21,0,0,Low
T0005302,C033207,36-45,Male,Los Angeles,New,P2467,Footwear,36.88,20,29.5,3,88.5,Credit Card,26-11-25,21,0,0,Low
T0005303,C021229,36-45,Other,New York,New,P3958,Clothing,182.33,15,154.98,1,154.98,Debit Card,30-11-25,14,1,0,Low
T0005304,C000402,26-35,Male,Atlanta,Loyal,P6247,Books,33.75,40,20.25,1,20.25,Credit Card,01-12-25,18,0,0,Low
T0005305,C007461,46-55,Female,New York,New,P9456,Accessories,212.32,30,148.62,1,148.62,Gift Card,29-11-25,23,1,0,Low
T0005306,C021843,56+,Male,New York,Loyal,P6937,Books,69.09,15,58.73,1,58.73,Cash,30-11-25,7,1,0,Low
T0005307,C022372,46-55,Other,Miami,Returning,P6449,Toys,219.84,30,153.89,3,461.67,Gift Card,26-11-25,12,0,0,Medium
T0005308,C025956,56+,Male,Phoenix,New,P4428,Home & Kitchen,522.66,35,339.73,1,339.73,Debit Card,28-11-25,1,0,1,Medium
T0005309,C001909,56+,Other,Atlanta,Returning,P1327,Electronics,1800.96,40,1080.58,1,1080.58,Gift Card,01-12-25,12,0,0,High
T0005310,C011511,36-45,Female,Seattle,Returning,P1370,Beauty,229.25,40,137.55,2,275.1,Credit Card,27-11-25,9,0,0,Medium
T0005311,C012716,18-25,Female,Houston,New,P2181,Home & Kitchen,350.88,10,315.79,1,315.79,Cash,27-11-25,13,0,0,Medium
T0005312,C021661,18-25,Male,Seattle,VIP,P4437,Electronics,1787.81,35,1162.08,2,2324.16,PayPal,25-11-25,18,0,0,High
T0005313,C022148,36-45,Male,San Francisco,New,P7585,Home & Kitchen,382.18,20,305.74,1,305.74,Gift Card,25-11-25,17,0,0,Medium
T0005314,C031399,18-25,Male,Atlanta,Returning,P4100,Beauty,26.31,20,21.05,1,21.05,Cash,27-11-25,9,0,0,Low
T0005315,C031097,46-55,Male,Houston,Returning,P8173,Groceries,21.14,35,13.74,1,13.74,PayPal,27-11-25,3,0,0,Low
T0005316,C002331,56+,Female,Atlanta,Loyal,P7448,Books,85.77,10,77.19,1,77.19,Cash,30-11-25,8,1,0,Low
T0005317,C008897,26-35,Other,New York,Returning,P1458,Home & Kitchen,200.41,20,160.33,4,641.32,Debit Card,25-11-25,4,0,0,High
T0005318,C031556,18-25,Male,San Francisco,Loyal,P1540,Toys,298.99,35,194.34,3,583.02,PayPal,01-12-25,10,0,0,High
T0005319,C010184,46-55,Male,Atlanta,New,P6540,Accessories,276.36,15,234.91,1,234.91,Credit Card,28-11-25,1,0,1,Medium
T0005320,C030188,36-45,Male,Houston,Loyal,P9394,Sports,201.25,50,100.62,1,100.62,Debit Card,30-11-25,22,1,0,Low
T0005321,C021962,56+,Other,Chicago,Loyal,P5881,Toys,185.52,25,139.14,1,139.14,Mobile Wallet,27-11-25,4,0,0,Low
T0005322,C030309,36-45,Male,San Francisco,New,P7021,Beauty,31.63,30,22.14,1,22.14,Mobile Wallet,27-11-25,6,0,0,Low
T0005323,C027129,26-35,Other,Los Angeles,Returning,P6747,Accessories,35.88,40,21.53,1,21.53,Credit Card,26-11-25,22,0,0,Low
T0005324,C003672,26-35,Other,Seattle,New,P2263,Toys,165.75,30,116.02,2,232.04,Mobile Wallet,27-11-25,2,0,0,Medium
T0005325,C034150,46-55,Male,Miami,New,P7689,Footwear,87.39,30,61.17,1,61.17,PayPal,27-11-25,3,0,0,Low
T0005326,C019618,46-55,Female,New York,New,P1508,Books,13.34,15,11.34,1,11.34,Cash,26-11-25,22,0,0,Low
T0005327,C020677,18-25,Other,Chicago,Returning,P2123,Accessories,317.68,15,270.03,4,1080.12,Debit Card,24-11-25,1,0,0,High
T0005328,C001227,18-25,Male,Miami,New,P2348,Footwear,173.66,15,147.61,1,147.61,Cash,30-11-25,7,1,0,Low
T0005329,C013649,26-35,Male,Houston,Loyal,P8593,Toys,154.15,25,115.61,1,115.61,Mobile Wallet,27-11-25,15,0,0,Low
T0005330,C021740,36-45,Male,Phoenix,New,P5544,Electronics,1946.19,40,1167.71,2,2335.42,Gift Card,01-12-25,9,0,0,High
T0005331,C023174,46-55,Female,San Francisco,Loyal,P4424,Clothing,212.66,20,170.13,1,170.13,Cash,26-11-25,2,0,0,Low
T0005332,C004340,18-25,Female,Atlanta,Returning,P9579,Electronics,2042.89,50,1021.44,1,1021.44,Cash,29-11-25,6,1,0,High
T0005333,C009785,46-55,Male,San Francisco,Returning,P3868,Books,15.17,25,11.38,1,11.38,Gift Card,26-11-25,3,0,0,Low
T0005334,C018381,46-55,Male,Los Angeles,Returning,P4155,Accessories,50.3,10,45.27,1,45.27,PayPal,24-11-25,23,0,0,Low
T0005335,C002043,56+,Female,Phoenix,Loyal,P3593,Accessories,292.78,30,204.95,1,204.95,Mobile Wallet,28-11-25,16,0,1,Medium
T0005336,C022227,36-45,Male,Dallas,Loyal,P8419,Books,111.13,40,66.68,1,66.68,Gift Card,25-11-25,3,0,0,Low
T0005337,C024592,18-25,Other,Chicago,New,P2545,Footwear,268.78,60,107.51,2,215.02,Cash,24-11-25,0,0,0,Medium
T0005338,C010877,36-45,Male,New York,New,P6738,Clothing,216.38,30,151.47,1,151.47,Debit Card,26-11-25,11,0,0,Low
T0005339,C025531,26-35,Female,Seattle,Returning,P6695,Toys,112.66,25,84.5,1,84.5,Credit Card,27-11-25,18,0,0,Low
T0005340,C012281,56+,Female,Atlanta,Loyal,P6804,Beauty,146.59,25,109.94,1,109.94,Mobile Wallet,28-11-25,5,0,1,Low
T0005341,C007658,46-55,Female,Los Angeles,Returning,P5207,Electronics,1785.96,35,1160.87,3,3482.61,Debit Card,24-11-25,1,0,0,High
T0005342,C020204,36-45,Male,Seattle,New,P8908,Electronics,1337.67,30,936.37,1,936.37,Credit Card,30-11-25,9,1,0,High
T0005343,C020612,26-35,Male,Atlanta,Returning,P2846,Sports,153.76,40,92.26,2,184.52,Debit Card,27-11-25,21,0,0,Low
T0005344,C002073,56+,Female,New York,Returning,P8942,Clothing,210.09,15,178.58,1,178.58,PayPal,26-11-25,20,0,0,Low
T0005345,C017793,18-25,Male,Atlanta,Returning,P6621,Beauty,133.65,40,80.19,1,80.19,Credit Card,24-11-25,0,0,0,Low
T0005346,C027124,56+,Female,Seattle,Returning,P9782,Electronics,737.38,50,368.69,1,368.69,Mobile Wallet,01-12-25,14,0,0,Medium
T0005347,C005689,36-45,Other,Dallas,Loyal,P5952,Beauty,136.67,50,68.33,1,68.33,PayPal,27-11-25,13,0,0,Low
T0005348,C032575,26-35,Female,San Francisco,VIP,P8204,Toys,109.43,25,82.07,2,164.14,Mobile Wallet,24-11-25,7,0,0,Low
T0005349,C015575,18-25,Male,Los Angeles,New,P1801,Accessories,42.7,40,25.62,2,51.24,Cash,24-11-25,8,0,0,Low
T0005350,C024353,26-35,Other,Seattle,Loyal,P2227,Beauty,123.36,40,74.02,1,74.02,PayPal,26-11-25,15,0,0,Low
T0005351,C029617,46-55,Other,Miami,New,P9019,Electronics,2426.72,20,1941.38,1,1941.38,Gift Card,26-11-25,19,0,0,High
T0005352,C019834,36-45,Male,Atlanta,Loyal,P9631,Footwear,109.73,10,98.76,5,493.8,Mobile Wallet,24-11-25,17,0,0,Medium
T0005353,C014165,18-25,Male,Los Angeles,Returning,P9996,Clothing,143.48,20,114.78,1,114.78,Gift Card,29-11-25,4,1,0,Low
T0005354,C034413,56+,Other,Miami,Loyal,P2713,Books,99.47,5,94.5,1,94.5,Cash,29-11-25,16,1,0,Low
T0005355,C019813,18-25,Male,Houston,New,P2515,Home & Kitchen,1141.04,20,912.83,5,4564.15,PayPal,25-11-25,4,0,0,High
T0005356,C011470,46-55,Male,Seattle,Loyal,P1527,Groceries,15.9,15,13.52,1,13.52,PayPal,28-11-25,22,0,1,Low
T0005357,C007356,36-45,Other,Seattle,VIP,P1428,Groceries,151.19,5,143.63,1,143.63,Cash,26-11-25,10,0,0,Low
T0005358,C024525,26-35,Other,Miami,New,P1201,Home & Kitchen,403.22,20,322.58,2,645.16,Cash,29-11-25,2,1,0,High
T0005359,C002451,18-25,Other,San Francisco,Returning,P6015,Beauty,35.76,40,21.46,1,21.46,Gift Card,26-11-25,18,0,0,Low
T0005360,C013245,26-35,Male,Houston,Returning,P4288,Clothing,231.61,40,138.97,2,277.94,Credit Card,01-12-25,6,0,0,Medium
T0005361,C006069,46-55,Male,Miami,Loyal,P5073,Beauty,123.03,60,49.21,1,49.21,PayPal,25-11-25,0,0,0,Low
T0005362,C029084,26-35,Male,Chicago,Loyal,P9168,Books,28.81,20,23.05,2,46.1,Gift Card,25-11-25,4,0,0,Low
T0005363,C033161,26-35,Female,San Francisco,Returning,P1989,Clothing,220.88,20,176.7,2,353.4,Cash,24-11-25,16,0,0,Medium
T0005364,C001635,26-35,Other,Atlanta,Loyal,P7258,Home & Kitchen,284.79,25,213.59,1,213.59,Credit Card,29-11-25,22,1,0,Medium
T0005365,C031632,46-55,Female,Miami,Loyal,P2190,Beauty,161.02,35,104.66,1,104.66,Gift Card,26-11-25,0,0,0,Low
T0005366,C032772,26-35,Male,Houston,Returning,P8346,Sports,213.87,20,171.1,1,171.1,Mobile Wallet,30-11-25,14,1,0,Low
T0005367,C010098,36-45,Other,Miami,Loyal,P9882,Electronics,683.28,35,444.13,1,444.13,PayPal,28-11-25,5,0,1,Medium
T0005368,C012466,26-35,Other,Los Angeles,New,P8302,Footwear,42.7,40,25.62,1,25.62,Mobile Wallet,29-11-25,9,1,0,Low
T0005369,C022290,56+,Female,Atlanta,Loyal,P4022,Accessories,86.65,50,43.32,1,43.32,PayPal,29-11-25,1,1,0,Low
T0005370,C031685,46-55,Male,Atlanta,Returning,P3837,Footwear,329.08,20,263.26,1,263.26,Mobile Wallet,01-12-25,2,0,0,Medium
T0005371,C034317,18-25,Other,Phoenix,Returning,P2596,Books,56.82,25,42.62,1,42.62,Credit Card,29-11-25,1,1,0,Low
T0005372,C020340,46-55,Other,New York,Returning,P8477,Beauty,212.8,30,148.96,1,148.96,Cash,27-11-25,2,0,0,Low
T0005373,C021453,56+,Female,New York,VIP,P5715,Toys,230.56,15,195.98,1,195.98,Credit Card,24-11-25,12,0,0,Low
T0005374,C009391,46-55,Other,Dallas,Loyal,P8945,Clothing,213.79,35,138.96,2,277.92,Mobile Wallet,25-11-25,3,0,0,Medium
T0005375,C006440,26-35,Female,Miami,Returning,P8882,Beauty,186.85,50,93.42,1,93.42,Mobile Wallet,01-12-25,19,0,0,Low
T0005376,C033827,46-55,Male,Miami,Loyal,P4882,Clothing,66.94,15,56.9,3,170.7,Debit Card,24-11-25,19,0,0,Low
T0005377,C008698,26-35,Male,Seattle,New,P4635,Accessories,130.84,40,78.5,1,78.5,PayPal,27-11-25,21,0,0,Low
T0005378,C013448,46-55,Other,New York,New,P7462,Sports,471.52,20,377.22,1,377.22,PayPal,01-12-25,19,0,0,Medium
T0005379,C002396,56+,Female,Phoenix,Returning,P8254,Footwear,243.73,20,194.98,1,194.98,PayPal,24-11-25,6,0,0,Low
T0005380,C030106,46-55,Female,Seattle,New,P8055,Electronics,2057.35,10,1851.62,1,1851.62,Mobile Wallet,01-12-25,20,0,0,High
T0005381,C025401,18-25,Female,Dallas,Returning,P2442,Accessories,346.03,40,207.62,1,207.62,Mobile Wallet,28-11-25,7,0,1,Medium
T0005382,C034233,18-25,Female,San Francisco,Returning,P2807,Accessories,394.91,15,335.67,2,671.34,Gift Card,27-11-25,18,0,0,High
T0005383,C007592,46-55,Other,Los Angeles,Returning,P9189,Footwear,216.48,5,205.66,1,205.66,Gift Card,25-11-25,12,0,0,Medium
T0005384,C000270,56+,Other,Miami,Returning,P7849,Accessories,410.29,20,328.23,1,328.23,Debit Card,30-11-25,18,1,0,Medium
T0005385,C020381,26-35,Female,Atlanta,Returning,P2896,Toys,103.84,25,77.88,1,77.88,Debit Card,26-11-25,16,0,0,Low
T0005386,C002886,56+,Male,San Francisco,New,P7673,Toys,29.7,25,22.28,1,22.28,Mobile Wallet,27-11-25,20,0,0,Low
T0005387,C005707,36-45,Male,Dallas,Returning,P8243,Groceries,44.25,25,33.19,3,99.57,Debit Card,28-11-25,14,0,1,Low
T0005388,C021843,56+,Other,New York,Loyal,P8052,Groceries,34.59,35,22.48,2,44.96,Debit Card,24-11-25,20,0,0,Low
T0005389,C030598,36-45,Female,New York,Loyal,P7165,Toys,146.98,40,88.19,1,88.19,Gift Card,28-11-25,0,0,1,Low
T0005390,C003024,36-45,Female,Atlanta,Loyal,P8786,Home & Kitchen,1087.76,40,652.66,1,652.66,Mobile Wallet,30-11-25,12,1,0,High
T0005391,C006757,46-55,Male,New York,Returning,P2725,Sports,200.34,35,130.22,1,130.22,Credit Card,28-11-25,12,0,1,Low
T0005392,C034117,36-45,Male,Los Angeles,Loyal,P6852,Clothing,164.77,30,115.34,1,115.34,Credit Card,26-11-25,13,0,0,Low
T0005393,C020479,18-25,Male,Dallas,New,P8719,Sports,492.74,25,369.56,1,369.56,Debit Card,25-11-25,17,0,0,Medium
T0005394,C001474,26-35,Male,Los Angeles,Loyal,P2742,Books,105.18,20,84.14,1,84.14,Credit Card,01-12-25,23,0,0,Low
T0005395,C020457,36-45,Female,New York,Returning,P9500,Accessories,146.32,20,117.06,1,117.06,PayPal,28-11-25,1,0,1,Low
T0005396,C013753,26-35,Other,Miami,VIP,P8526,Electronics,1379.76,15,1172.8,2,2345.6,Cash,29-11-25,13,1,0,High
T0005397,C021030,26-35,Female,Los Angeles,Loyal,P2964,Accessories,135.61,15,115.27,1,115.27,Credit Card,25-11-25,0,0,0,Low
T0005398,C013144,18-25,Other,New York,Returning,P3325,Sports,263.29,20,210.63,1,210.63,PayPal,30-11-25,16,1,0,Medium
T0005399,C012619,18-25,Other,Atlanta,VIP,P1746,Toys,123.77,40,74.26,1,74.26,Gift Card,30-11-25,14,1,0,Low
T0005400,C018781,56+,Male,Miami,New,P2984,Footwear,50.5,20,40.4,2,80.8,PayPal,25-11-25,7,0,0,Low
T0005401,C018131,26-35,Male,Chicago,VIP,P8234,Books,8.14,20,6.51,1,6.51,Cash,24-11-25,15,0,0,Low
T0005402,C034884,26-35,Female,Chicago,Returning,P9739,Toys,189.2,20,151.36,1,151.36,Credit Card,28-11-25,17,0,1,Low
T0005403,C020916,18-25,Other,New York,New,P9412,Sports,119.64,35,77.77,1,77.77,Mobile Wallet,26-11-25,1,0,0,Low
T0005404,C028909,36-45,Other,Phoenix,Loyal,P4828,Footwear,77.47,35,50.36,1,50.36,Gift Card,24-11-25,20,0,0,Low
T0005405,C007711,36-45,Other,San Francisco,Loyal,P8953,Electronics,991.69,10,892.52,1,892.52,Cash,01-12-25,10,0,0,High
T0005406,C017869,26-35,Male,San Francisco,Returning,P6513,Sports,154.23,20,123.38,2,246.76,Debit Card,30-11-25,8,1,0,Medium
T0005407,C009786,36-45,Female,San Francisco,Returning,P9978,Clothing,228.73,25,171.55,2,343.1,Cash,30-11-25,12,1,0,Medium
T0005408,C010322,26-35,Female,San Francisco,New,P9026,Beauty,165.83,20,132.66,3,397.98,Gift Card,24-11-25,1,0,0,Medium
T0005409,C017934,46-55,Female,Chicago,Returning,P6356,Footwear,337.96,20,270.37,1,270.37,Gift Card,29-11-25,14,1,0,Medium
T0005410,C007502,46-55,Male,Chicago,Loyal,P5930,Sports,253.17,25,189.88,1,189.88,Cash,24-11-25,10,0,0,Low
T0005411,C001000,46-55,Other,New York,VIP,P6151,Toys,17.69,15,15.04,1,15.04,Credit Card,01-12-25,20,0,0,Low
T0005412,C033690,56+,Female,Miami,New,P7150,Clothing,257.12,35,167.13,1,167.13,Cash,27-11-25,5,0,0,Low
T0005413,C006710,56+,Other,San Francisco,New,P2394,Home & Kitchen,169.18,5,160.72,1,160.72,Gift Card,26-11-25,22,0,0,Low
T0005414,C013539,56+,Other,Los Angeles,New,P1783,Footwear,116.01,5,110.21,3,330.63,Gift Card,24-11-25,20,0,0,Medium
T0005415,C022959,46-55,Female,New York,New,P3587,Clothing,196.51,35,127.73,1,127.73,Mobile Wallet,29-11-25,4,1,0,Low
T0005416,C020873,56+,Female,Miami,New,P3764,Toys,143.86,20,115.09,1,115.09,Gift Card,30-11-25,21,1,0,Low
T0005417,C017764,18-25,Female,Seattle,Returning,P9105,Sports,421.29,20,337.03,1,337.03,Credit Card,27-11-25,15,0,0,Medium
T0005418,C009278,18-25,Male,Atlanta,Loyal,P5029,Accessories,104.96,20,83.97,1,83.97,Gift Card,28-11-25,2,0,1,Low
T0005419,C018565,56+,Male,Atlanta,New,P5890,Electronics,1525.89,20,1220.71,2,2441.42,Debit Card,28-11-25,18,0,1,High
T0005420,C016045,18-25,Female,Houston,Loyal,P7964,Accessories,232.48,30,162.74,1,162.74,Cash,01-12-25,14,0,0,Low
T0005421,C011225,36-45,Female,Atlanta,VIP,P8735,Beauty,150.94,15,128.3,1,128.3,Gift Card,29-11-25,19,1,0,Low
T0005422,C004669,18-25,Male,Dallas,Returning,P5953,Clothing,266.96,50,133.48,1,133.48,Mobile Wallet,24-11-25,14,0,0,Low
T0005423,C020407,36-45,Other,Miami,VIP,P9530,Beauty,138.03,30,96.62,1,96.62,Debit Card,30-11-25,15,1,0,Low
T0005424,C022200,46-55,Female,Houston,Returning,P9695,Electronics,1891.2,35,1229.28,2,2458.56,Debit Card,27-11-25,23,0,0,High
T0005425,C029075,18-25,Male,Seattle,Returning,P6352,Clothing,228.34,35,148.42,1,148.42,Gift Card,29-11-25,3,1,0,Low
T0005426,C003325,56+,Female,Seattle,Returning,P2881,Groceries,134.1,20,107.28,1,107.28,Debit Card,28-11-25,7,0,1,Low
T0005427,C008525,46-55,Female,San Francisco,VIP,P9908,Toys,150.19,35,97.62,2,195.24,Credit Card,24-11-25,12,0,0,Low
T0005428,C001901,36-45,Female,Los Angeles,Returning,P9354,Clothing,20.95,5,19.9,4,79.6,Cash,30-11-25,23,1,0,Low
T0005429,C030851,26-35,Male,San Francisco,Returning,P6746,Toys,45.14,35,29.34,1,29.34,Credit Card,25-11-25,6,0,0,Low
T0005430,C003307,56+,Other,Chicago,New,P2437,Accessories,276.12,10,248.51,1,248.51,Debit Card,28-11-25,2,0,1,Medium
T0005431,C006943,26-35,Female,Atlanta,Returning,P4073,Books,10.04,20,8.03,1,8.03,Credit Card,01-12-25,13,0,0,Low
T0005432,C025140,26-35,Other,Seattle,Returning,P7281,Footwear,44.49,30,31.14,4,124.56,Credit Card,28-11-25,14,0,1,Low
T0005433,C003526,26-35,Other,Chicago,New,P4630,Books,19.5,30,13.65,1,13.65,PayPal,27-11-25,14,0,0,Low
T0005434,C005644,56+,Female,Chicago,Returning,P7898,Sports,155.22,20,124.18,1,124.18,PayPal,25-11-25,16,0,0,Low
T0005435,C027949,18-25,Other,Seattle,Loyal,P3644,Footwear,349.88,25,262.41,1,262.41,Gift Card,25-11-25,5,0,0,Medium
T0005436,C025685,18-25,Other,New York,Returning,P2272,Footwear,68.51,25,51.38,1,51.38,Mobile Wallet,25-11-25,18,0,0,Low
T0005437,C011730,18-25,Male,New York,New,P4503,Home & Kitchen,343.66,50,171.83,1,171.83,Debit Card,27-11-25,4,0,0,Low
T0005438,C029219,46-55,Male,Chicago,New,P9052,Footwear,248.52,25,186.39,2,372.78,PayPal,26-11-25,12,0,0,Medium
T0005439,C023307,46-55,Female,Dallas,New,P7448,Electronics,1740.18,20,1392.14,2,2784.28,Gift Card,28-11-25,5,0,1,High
T0005440,C020477,56+,Female,Seattle,Returning,P4322,Books,105.6,30,73.92,1,73.92,Credit Card,29-11-25,4,1,0,Low
T0005441,C021780,26-35,Male,Los Angeles,Returning,P2647,Accessories,309.23,30,216.46,2,432.92,Credit Card,28-11-25,21,0,1,Medium
T0005442,C012986,18-25,Other,Chicago,Returning,P2585,Toys,87.08,30,60.96,2,121.92,Mobile Wallet,01-12-25,18,0,0,Low
T0005443,C034963,46-55,Male,New York,VIP,P9041,Sports,158.75,30,111.12,1,111.12,Debit Card,30-11-25,23,1,0,Low
T0005444,C005148,46-55,Male,Miami,New,P8843,Footwear,295.57,40,177.34,1,177.34,PayPal,29-11-25,7,1,0,Low
T0005445,C030520,46-55,Male,Phoenix,Returning,P4249,Sports,76.71,10,69.04,2,138.08,Credit Card,28-11-25,5,0,1,Low
T0005446,C008638,46-55,Other,New York,Returning,P6158,Accessories,245.63,35,159.66,1,159.66,Debit Card,28-11-25,12,0,1,Low
T0005447,C006090,36-45,Other,New York,New,P6614,Sports,300.04,35,195.03,1,195.03,Debit Card,30-11-25,20,1,0,Low
T0005448,C030689,56+,Other,New York,Loyal,P6681,Accessories,372.11,35,241.87,2,483.74,Gift Card,25-11-25,1,0,0,Medium
T0005449,C006375,18-25,Other,Atlanta,New,P7907,Footwear,348.56,35,226.56,1,226.56,Gift Card,26-11-25,13,0,0,Medium
T0005450,C029858,26-35,Other,New York,New,P4807,Accessories,253.18,30,177.23,1,177.23,PayPal,25-11-25,3,0,0,Low
T0005451,C020342,26-35,Female,Houston,Loyal,P7234,Footwear,278.13,15,236.41,1,236.41,PayPal,28-11-25,0,0,1,Medium
T0005452,C030501,56+,Male,San Francisco,Loyal,P4413,Home & Kitchen,1025.54,30,717.88,1,717.88,Credit Card,27-11-25,23,0,0,High
T0005453,C030838,46-55,Female,San Francisco,Returning,P5201,Home & Kitchen,65.05,25,48.79,2,97.58,Gift Card,28-11-25,0,0,1,Low
T0005454,C015185,46-55,Male,New York,New,P8878,Accessories,321.52,20,257.22,2,514.44,PayPal,01-12-25,1,0,0,High
T0005455,C014667,18-25,Other,Los Angeles,Returning,P5353,Home & Kitchen,1064.14,10,957.73,5,4788.65,Credit Card,28-11-25,20,0,1,High
T0005456,C009419,56+,Female,Los Angeles,Loyal,P5097,Toys,218.93,15,186.09,1,186.09,Credit Card,26-11-25,17,0,0,Low
T0005457,C016912,46-55,Female,Miami,New,P1815,Toys,234.31,50,117.16,1,117.16,Credit Card,30-11-25,1,1,0,Low
T0005458,C023820,18-25,Male,Houston,Returning,P4183,Home & Kitchen,977.85,50,488.92,1,488.92,Gift Card,26-11-25,23,0,0,Medium
T0005459,C025696,46-55,Other,San Francisco,Loyal,P4363,Home & Kitchen,47.81,20,38.25,1,38.25,Debit Card,29-11-25,11,1,0,Low
T0005460,C012017,18-25,Female,Houston,Loyal,P4992,Groceries,186.13,40,111.68,1,111.68,Cash,26-11-25,19,0,0,Low
T0005461,C021649,18-25,Female,New York,New,P7844,Groceries,181.71,20,145.37,1,145.37,Credit Card,29-11-25,22,1,0,Low
T0005462,C021284,36-45,Other,San Francisco,New,P8431,Footwear,222.42,15,189.06,1,189.06,PayPal,29-11-25,8,1,0,Low
T0005463,C029707,46-55,Other,Houston,New,P1660,Accessories,180.92,20,144.74,1,144.74,PayPal,26-11-25,1,0,0,Low
T0005464,C031950,36-45,Male,New York,Loyal,P3771,Beauty,98.56,50,49.28,1,49.28,Debit Card,25-11-25,13,0,0,Low
T0005465,C001984,18-25,Other,Houston,Returning,P7305,Beauty,138.46,60,55.38,3,166.14,Cash,26-11-25,0,0,0,Low
T0005466,C004284,56+,Male,Seattle,Returning,P2669,Home & Kitchen,367.71,50,183.86,1,183.86,Cash,29-11-25,12,1,0,Low
T0005467,C031152,26-35,Other,Chicago,Returning,P4310,Sports,348.31,40,208.99,1,208.99,Mobile Wallet,27-11-25,7,0,0,Medium
T0005468,C007399,18-25,Male,Miami,Returning,P9179,Home & Kitchen,751.04,40,450.62,4,1802.48,Credit Card,29-11-25,11,1,0,High
T0005469,C023033,36-45,Male,Dallas,Returning,P7476,Groceries,147.05,35,95.58,1,95.58,Credit Card,27-11-25,18,0,0,Low
T0005470,C031369,18-25,Other,San Francisco,Returning,P2117,Footwear,51.05,25,38.29,1,38.29,Cash,25-11-25,14,0,0,Low
T0005471,C030228,26-35,Female,Houston,VIP,P2012,Home & Kitchen,103.44,40,62.06,1,62.06,Credit Card,30-11-25,20,1,0,Low
T0005472,C011194,56+,Male,Chicago,VIP,P4670,Books,111.09,20,88.87,1,88.87,PayPal,30-11-25,3,1,0,Low
T0005473,C018499,46-55,Other,Atlanta,Loyal,P6268,Sports,451.81,30,316.27,3,948.81,Mobile Wallet,24-11-25,23,0,0,High
T0005474,C022847,36-45,Male,Miami,Returning,P3987,Books,44.33,20,35.46,1,35.46,Gift Card,30-11-25,7,1,0,Low
T0005475,C008349,36-45,Other,Phoenix,New,P4088,Footwear,37.91,20,30.33,1,30.33,Debit Card,25-11-25,12,0,0,Low
T0005476,C033289,46-55,Other,Chicago,New,P4518,Footwear,225,10,202.5,1,202.5,Gift Card,25-11-25,11,0,0,Medium
T0005477,C006746,46-55,Male,Chicago,Loyal,P2335,Toys,82.22,35,53.44,1,53.44,Debit Card,25-11-25,6,0,0,Low
T0005478,C026588,18-25,Other,Atlanta,Returning,P1173,Clothing,36.26,40,21.76,1,21.76,PayPal,30-11-25,20,1,0,Low
T0005479,C007012,18-25,Male,Miami,Returning,P9091,Books,91.83,20,73.46,1,73.46,Cash,01-12-25,12,0,0,Low
T0005480,C021357,36-45,Other,Seattle,Returning,P3826,Toys,293.23,15,249.25,1,249.25,Credit Card,28-11-25,21,0,1,Medium
T0005481,C004649,56+,Female,Chicago,Returning,P8669,Groceries,150.7,35,97.96,1,97.96,Mobile Wallet,01-12-25,9,0,0,Low
